Name,Price,Price (Value),City,Full Location,Bedrooms,Area,Bathroom
Commercial building for sale,"Rs.  200,000,000",200000000, Faisalabad,"Peoples Colony No 1, Faisalabad",6,2 Kanal,1
"17 marla brandnew house for sale in sector F, Askari-10","Rs.  86,000,000",86000000, Lahore,"Askari 10 - Sector F, Lahore",5,17 Marla,6
6. Marla Double Story House for sale in Chinar Bagh Housing Society Demand 135 lac,"Rs.  13,500,000",13500000, Lahore,"Chinar Bagh, Lahore",4,"1,350 SQFT",4
5 Marla House Available For Sale In Jorian Lalazar2,"Rs.  3,700,000",3700000, Rawalpindi,"Lalazar 2, Rawalpindi",2,5 Marla,2
5 Marla house for sale,"Rs.  6,500,000",6500000, Rawalpindi,"Samarzar Housing Society, Rawalpindi",2,5 Marla,2
12Marla Unique Spanish House On 70ft Road Near McDonalds,"Rs.  59,900,000",59900000, Lahore,"DHA Phase 6, Lahore",4,10 Marla,5
6 marla house for sale at diamond city sialkot,"Rs.  26,500,000",26500000, Sialkot,"Diamond City, Sialkot",4,6 Marla,5
10 Marla House For Sale,"Rs.  47,500,000",47500000, Rawalpindi,"Bahria Town Phase 8 - Block C, Rawalpindi",5,10 Marla,6
3 Marla Structure House For Sale In Chakra Road Qureshi Abad,"Rs.  4,000,000",4000000, Rawalpindi,"Chakra Road, Rawalpindi",2,3 Marla,2
One Kanal Modern Designed Villa With Luxury Interior For Sale in Phase,"Rs.  97,000,000",97000000, Lahore,"DHA Phase 7, Lahore",5,1 Kanal,5
Most Beautiful 1 Kanal Mediterranean design Spanish Villa in Phase 7 For Sale,"Rs.  64,700,000",64700000, Lahore,"DHA Phase 7, Lahore",5,1 Kanal,5
10 Marla House On Easy Installments In Bahria Town Lahore,"Rs.  31,000,000",31000000, Lahore,"Bahria Town - Sector F, Lahore",5,10 Marla,6
6 marla tripple story house in Jan Colony Chaklala Scheme 3,"Rs.  22,500,000",22500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",6,6 Marla,6
2 Kanal Top Location Worth Seeing House For Sale In GECHS,"Rs.  85,000,000",85000000, Lahore,"Township - Sector A1, Lahore",5,2 Kanal,6
CORNER LDA APPROVED WITH GAS 10 M HOUSE FOR SALE,"Rs.  44,000,000",44000000, Lahore,"Bahria Town - Sector C, Lahore",5,10 Marla,6
3 Marla Platinum Homes Al Kabir Town Phase-2,"Rs.  11,000,000",11000000, Lahore,"Al-Kabir Town - Phase 2, Lahore",3,3 Marla,4
A Good Option For sale Is The House Available In Pak Arab Housing Soci,"Rs.  12,500,000",12500000, Lahore,"Pak Arab Housing Society, Lahore",3,3 Marla,3
BRAND NEW HOUSE 9 TOWN A BLOCK SUPERB LOCATION,"Rs.  23,500,000",23500000, Lahore,"DHA 9 Town - Block A, Lahore",3,5 Marla,3
3 marla double story brand new furnished house for sale,"Rs.  8,500,000",8500000, Lahore,"Canal Bank Housing Scheme, Lahore",3,3 Marla,4
"Prime Location 18 Marla Used House Available For Sale in Muslim Town, Lahore","Rs.  75,000,000",75000000, Lahore,"Muslim Town, Lahore",5,18 Marla,5
3 Years Installment Plus Cash Based 5 Marla House Near Thokar Niaz Baig,"Rs.  13,500,000",13500000, Lahore,"Jazac City, Lahore",4,5 Marla,4
Get In Touch Now To Buy A Prime Location House In Airport Housing Society - Sector 4,"Rs.  13,500,000",13500000, Rawalpindi,"Airport Housing Society - Sector 4, Rawalpindi",3,5 Marla,3
Most Beautiful Luxury Classical Designed 1 Kanal House in Phase 7,"Rs.  65,800,000",65800000, Lahore,"DHA Phase 7, Lahore",5,1 Kanal,5
Ultra Moderns Brand New House Near Park Full Basements Fully Furnished,"Rs.  109,500,000",109500000, Lahore,"DHA Phase 6 - Block H, Lahore",5,1 Kanal,6
10 m brand new house Bahria town Lahore,"Rs.  37,000,000",37000000, Lahore,"Bahria Town - Johar Block, Lahore",5,10 Marla,7
3 Marla Brand New House With Basement For Sale Hundred Percent Original Pics,"Rs.  11,500,000",11500000, Lahore,"Formanites Housing Scheme, Lahore",5,3 Marla,5
"Property For sale In Snober City Rawalpindi Is Available Under Rs. 13,500,000","Rs.  13,500,000",13500000, Rawalpindi,"Snober City, Rawalpindi",4,6 Marla,5
Prime Location,"Rs.  600,000",600000, Lahore,"FCC, Lahore",1,465 SQFT,2
LDA APPROVED WITH GAS 10 M HOUSE FOR SALE,"Rs.  44,000,000",44000000, Lahore,"Bahria Town - Sector C, Lahore",5,10 Marla,6
This Is Your Chance To Buy House In Punjab Coop Housing Society,"Rs.  22,000,000",22000000, Lahore,"Punjab Coop Housing Society, Lahore",4,5 Marla,5
Double Storey Villa For Sale In Eastern Homes,"Rs.  27,660,000",27660000, Lahore,"Eastern Homes, Lahore",5,"1,350 SQFT",5
27 MARLA DOUBLE UNIT HOUSE IN MAIN CANTT,"Rs.  140,000,000",140000000, Lahore,"Cantt, Lahore",5,27 Marla,5
3 Marla house for sale,"Rs.  6,500,000",6500000, Punjab,"Multan, Punjab",3,3 Marla,4
sale A House In Lahore Prime Location,"Rs.  5,500,000",5500000, Lahore,"Ghous Garden - Phase 4, Lahore",1,675 SQFT,1
"A House Of 675 Square Feet In Rs. 6,000,000","Rs.  6,000,000",6000000, Lahore,"Ghous Garden - Phase 4, Lahore",1,675 SQFT,1
Prime Location Rizwan Garden Scheme House Sized 1125 Square Feet For sale,"Rs.  13,500,000",13500000, Lahore,"Rizwan Garden Scheme, Lahore",1,"1,125 SQFT",1
Affordable Prime Location House For sale In Bismillah Housing Scheme,"Rs.  8,500,000",8500000, Lahore,"Bismillah Housing Scheme, Lahore",1,675 SQFT,1
"A Prime Location House Of 1125 Square Feet In Rs. 21,000,000","Rs.  21,000,000",21000000, Lahore,"AL Raheem Garden Phase V, Lahore",1,"1,125 SQFT",1
Prime Location House For sale In Askari 10 - Sector F,"Rs.  72,500,000",72500000, Lahore,"Askari 10 - Sector F, Lahore",4,17 Marla,4
To sale You Can Find Spacious Prime Location House In Askari 10 - Sect,"Rs.  48,000,000",48000000, Lahore,"Askari 10 - Sector D, Lahore",5,10 Marla,5
Prime Location House For sale Is Readily Available In Prime Location O,"Rs.  87,500,000",87500000, Lahore,"Askari 10 - Sector D, Lahore",5,1 Kanal,5
Prime Location,"Rs.  23,500,000",23500000, Lahore,"Bankers Housing Society - Block C1, Lahore",3,5 Marla,4
Ideal Location 12 Marla Brand New House Is Amiable For Sale In Bahria Town,"Rs.  42,500,000",42500000, Lahore,"Bahria Town - Jasmine Block, Lahore",4,12 Marla,4
7 Marla House For Sale In Chakwal,"Rs.  4,500,000",4500000, Chakwal,"Jhelum Road, Chakwal",3,7 Marla,3
Golden Opportunity - 2 Kanal With Basement House For Sale Near Shiba P,"Rs.  160,000,000",160000000, Lahore,"DHA Phase 3 - Block Y, Lahore",6,2 Kanal,1
Prime Location Askari 10 - Sector E House Sized 1 Kanal For sale,"Rs.  100,000,000",100000000, Lahore,"Askari 10 - Sector E, Lahore",5,1 Kanal,5
Prominently-Located Prime Location 12 Marla House Available In Askari,"Rs.  52,500,000",52500000, Lahore,"Askari 10 - Sector E, Lahore",4,12 Marla,4
Investors Should sale This Prime Location House Located Ideally In Ask,"Rs.  42,500,000",42500000, Lahore,"Askari 10 - Sector E, Lahore",3,10 Marla,3
A Well Designed Prime Location House Is Up For sale In An Ideal Locati,"Rs.  52,500,000",52500000, Lahore,"Askari 10 - Sector D, Lahore",4,12 Marla,4
Prime Location 10 Marla House Is Available In Askari 10 - Sector D,"Rs.  47,500,000",47500000, Lahore,"Askari 10 - Sector D, Lahore",4,10 Marla,4
Prime Location sale A House In Lahore Prime Location,"Rs.  46,000,000",46000000, Lahore,"Askari 10 - Sector D, Lahore",4,10 Marla,4
Premium Prime Location 10 Marla House Is Available For sale In Lahore,"Rs.  45,000,000",45000000, Lahore,"Askari 10 - Sector D, Lahore",4,10 Marla,4
End Your Search For Prime Location House Here And sale Now,"Rs.  45,000,000",45000000, Lahore,"Askari 10 - Sector C, Lahore",4,10 Marla,4
Prime Location House For Grabs In 1 Kanal Lahore,"Rs.  87,500,000",87500000, Lahore,"Askari 10 - Sector C, Lahore",5,1 Kanal,5
Aesthetic Prime Location House Of 10 Marla For sale Is Available,"Rs.  47,500,000",47500000, Lahore,"Askari 10 - Sector C, Lahore",4,10 Marla,4
Prime Location Ideal House For sale In Askari 10 - Sector C,"Rs.  52,500,000",52500000, Lahore,"Askari 10 - Sector C, Lahore",4,12 Marla,4
Get In Touch Now To Buy A Prime Location 10 Marla House In Askari 10 -,"Rs.  47,500,000",47500000, Lahore,"Askari 10 - Sector C, Lahore",5,10 Marla,5
Beautiful 3 Marla house for sale,"Rs.  13,800,000",13800000, Lahore,"Canal Garden, Lahore",4,3 Marla,5
Fair-Priced Prime Location 10 Marla House Available In Askari 10 - Sec,"Rs.  47,500,000",47500000, Lahore,"Askari 10 - Sector C, Lahore",4,10 Marla,4
Prominently-Located Prime Location 10 Marla House Available In Askari,"Rs.  46,000,000",46000000, Lahore,"Askari 10 - Sector C, Lahore",4,10 Marla,4
Avail Yourself A Great Prime Location 10 Marla House In Askari 10 - Se,"Rs.  46,000,000",46000000, Lahore,"Askari 10 - Sector B, Lahore",4,10 Marla,4
"Get An Attractive Prime Location House In Lahore Under Rs. 85,000,000","Rs.  85,000,000",85000000, Lahore,"Askari 10 - Sector B, Lahore",5,1 Kanal,5
Prime Location House Of 12 Marla In Askari 10 - Sector B For sale,"Rs.  52,500,000",52500000, Lahore,"Askari 10 - Sector B, Lahore",4,12 Marla,4
Prime Location A Centrally Located House Is Available For sale In Laho,"Rs.  44,000,000",44000000, Lahore,"Askari 10 - Sector B, Lahore",4,10 Marla,4
Prime Location 1125 Square Feet House Is Available For sale In Rizwan Garden Scheme,"Rs.  10,400,000",10400000, Lahore,"Rizwan Garden Scheme, Lahore",1,"1,125 SQFT",1
Prime Location 900 Square Feet Spacious House Available In Al-Ahmad Garden Housing Scheme For sale,"Rs.  12,000,000",12000000, Lahore,"Al-Ahmad Garden Housing Scheme, Lahore",1,900 SQFT,1
Prime Location Manawan House Sized 675 Square Feet For sale,"Rs.  3,700,000",3700000, Lahore,"Manawan, Lahore",1,675 SQFT,1
01 KANAL HOUSE FOR SALE IN PHASE 6 BLOCK L DHA LAHORE.,"Rs.  109,000,000",109000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
01 Kanal House Is Available,"Rs.  115,000,000",115000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,5
VIP 5 MARLA BRAND NEW HOUSE FOR SALE BAHRIA TOWN LAHORE,"Rs.  20,000,000",20000000, Lahore,"Bahria Town - Jinnah Block, Lahore",3,5 Marla,4
"01-Kanal 05-BedRoom's, With Basement, Maine Boulevard, Hot Location House Available For Sale.","Rs.  88,500,000",88500000, Lahore,"Askari 10 - Sector D, Lahore",5,20 Marla,6
umar block double unit house investor price,"Rs.  24,000,000",24000000, Rawalpindi,"Bahria Town Phase 8 - Umer Block, Rawalpindi",5,7 Marla,5
3 marla double story brand new luxurious house for sale 21 feet front ka sath,"Rs.  9,800,000",9800000, Lahore,"Canal Bank Housing Scheme, Lahore",3,3 Marla,3
5 Marla Fully Furnished Corner House-sheraz Garden Phase 2- Sheikhupura.,"Rs.  11,500,000",11500000, Sheikhüpura,"Sheraz Garden, Sheikhüpura",5,5 Marla,6
Prime Location Al-Ahmad Garden Housing Scheme 900 Square Feet House Up For sale,"Rs.  10,400,000",10400000, Lahore,"Al-Ahmad Garden Housing Scheme, Lahore",1,900 SQFT,1
1 Kanal House For Sale Ghang Road -sheikhupura.,"Rs.  35,000,000",35000000, Sheikhüpura,"Ghang Road, Sheikhüpura",6,1 Kanal,6
5 Marla House In Citi Housing Society For sale,"Rs.  18,000,000",18000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
5 Marla House In Stunning Citi Housing Society Is Available For sale,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
"House For sale In Rs. 20,000,000","Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
Prime Location 675 Square Feet House In Rizwan Garden Scheme Of Rizwan Garden Scheme Is Available For sale,"Rs.  6,300,000",6300000, Lahore,"Rizwan Garden Scheme, Lahore",1,675 SQFT,1
5 Marla House For sale In Citi Housing Society,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
sale A House In Citi Housing Society Prime Location,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
This Is Your Chance To Buy House In Citi Housing Society,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
Property For sale In Citi Housing Society Citi Housing Society Is Avai,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
Near to Park,"Rs.  20,000,000",20000000, Lahore,"Ichhra, Lahore",3,9 Marla,3
Looking For A House In Citi Housing Society Citi Housing Society,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
Looking For A House In Citi Housing Society Citi Housing Society,"Rs.  30,000,000",30000000, Gujranwala,"Citi Housing Society, Gujranwala",5,10 Marla,6
10 Marla House For sale In Citi Housing Society,"Rs.  30,000,000",30000000, Gujranwala,"Citi Housing Society, Gujranwala",5,10 Marla,6
Prime Location 1125 Square Feet House For Grabs In GT Road,"Rs.  12,800,000",12800000, Lahore,"Al-Ahmad Garden Housing Scheme, Lahore",1,"1,125 SQFT",1
Get In Touch Now To Buy A House In Citi Housing Society,"Rs.  30,000,000",30000000, Gujranwala,"Citi Housing Society, Gujranwala",5,10 Marla,6
Your Dream 10 Marla House Is Available In Citi Housing Society,"Rs.  30,000,000",30000000, Gujranwala,"Citi Housing Society, Gujranwala",5,10 Marla,6
Ideal House For sale In Citi Housing Society,"Rs.  30,000,000",30000000, Gujranwala,"Citi Housing Society, Gujranwala",5,10 Marla,6
10 Marla Spacious House Available In Citi Housing Society For sale,"Rs.  30,000,000",30000000, Gujranwala,"Citi Housing Society, Gujranwala",5,10 Marla,6
In Citi Housing Society House For sale Sized 10 Marla,"Rs.  30,000,000",30000000, Gujranwala,"Citi Housing Society, Gujranwala",5,10 Marla,6
Your Search For House In Citi Housing Society Ends Here,"Rs.  30,000,000",30000000, Gujranwala,"Citi Housing Society, Gujranwala",5,10 Marla,6
A Palatial Residence For sale In Citi Housing Society Citi Housing Soc,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
Near To Park View City Book 3 Marla House On 3 Years Easy Installment Plan,"Rs.  9,000,000",9000000, Lahore,"Thokar Niaz Baig, Lahore",3,3 Marla,4
Gorgeous 5 Marla House For sale Available In Citi Housing Society,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
5 Marla House In Citi Housing Society Is Best Option,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
House For sale In Citi Housing Society Citi Housing Society,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
5 Marla House Is Available For sale In Citi Housing Society,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
Book House Today In Citi Housing Society,"Rs.  20,000,000",20000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
Property For sale In Citi Housing Society Citi Housing Society Is Avai,"Rs.  40,000,000",40000000, Gujranwala,"Citi Housing Society, Gujranwala",6,10 Marla,6
10 Marla House Is Available In Citi Housing Society,"Rs.  40,000,000",40000000, Gujranwala,"Citi Housing Society, Gujranwala",6,10 Marla,6
5 Marla double storey Fully Furnished House-Vip Town-Sheikhupura.,"Rs.  11,500,000",11500000, Sheikhüpura,"VIP Town, Sheikhüpura",4,5 Marla,4
10 Marla Fully Furnished House - Sun City Sheikhupura,"Rs.  25,000,000",25000000, Sheikhüpura,"Sun City, Sheikhüpura",6,10 Marla,6
6 Marla Double Storey Fully Furnished House-Ghang Road Near Muslim model school-Sheikhupura.,"Rs.  14,500,000",14500000, Sheikhüpura,"Ghang Road, Sheikhüpura",5,6 Marla,6
3.5 Marla Double Storey Fully Furnished House For Sale -allama Mashrqi Park Near Batti Chock- Sheikhupura.,"Rs.  7,000,000",7000000, Sheikhüpura,"Gujranwala Road, Sheikhüpura",4,3 Marla,4
Become Owner Of Your Prime Location House Today Which Is Centrally Loc,"Rs.  31,500,000",31500000, Lahore,"Bahria Town - Ali Block, Lahore",5,8 Marla,6
مکان فار سیل نیو رضا گارڈن ۔40 فٹ مین روڈ,"Rs.  9,500,000",9500000, Sargodha,"Sargodha to Sillanwali Road, Sargodha",4,3 Marla,5
Cornar shop in Khyban for sale,"Rs.  4,800,000",4800000, Dera Ghazi Khan,"Nasir Plaza, Dera Ghazi Khan",1,786 Marla,1
11 Marla Double Storey House For Sale- Housing Colony -munir Park -sheikhupura.,"Rs.  25,000,000",25000000, Sheikhüpura,"Housing Colony, Sheikhüpura",5,11 Marla,6
10 Marla Fully Furnished Double Story luxury House for sale -Vip town phase 1-Sheikhupura.,"Rs.  29,500,000",29500000, Sheikhüpura,"VIP Town, Sheikhüpura",5,10 Marla,6
Your Ideal Prime Location 10 Marla House Has Just Become Available In,"Rs.  46,000,000",46000000, Lahore,"Askari 10 - Sector B, Lahore",4,10 Marla,4
Stunning and affordable Prime Location House available for sale in Ask,"Rs.  45,000,000",45000000, Lahore,"Askari 10 - Sector B, Lahore",4,10 Marla,4
1 Kanal House Ideally Situated In Askari 10 - Sector A,"Rs.  87,500,000",87500000, Lahore,"Askari 10 - Sector A, Lahore",5,1 Kanal,5
To sale You Can Find Spacious House In Askari 10 - Sector A,"Rs.  87,500,000",87500000, Lahore,"Askari 10 - Sector A, Lahore",5,1 Kanal,5
Your Dream 12 Marla House Is Available In Askari 10 - Sector A,"Rs.  51,500,000",51500000, Lahore,"Askari 10 - Sector A, Lahore",4,12 Marla,4
Perfect 10 Marla House In Askari 10 - Sector A For sale,"Rs.  45,000,000",45000000, Lahore,"Askari 10 - Sector A, Lahore",4,10 Marla,4
10 Marla House For sale Is Available In Askari 10 - Sector A,"Rs.  44,000,000",44000000, Lahore,"Askari 10 - Sector A, Lahore",4,10 Marla,4
Ready To sale A House 10 Marla In Askari 10 - Sector A Lahore,"Rs.  52,500,000",52500000, Lahore,"Askari 10 - Sector A, Lahore",4,10 Marla,4
10.5 Marla Double Story House for Sale In Gulraiz Housing Phase 3 Rawalpindi.,"Rs.  29,000,000",29000000, Rawalpindi,"Gulraiz Housing Society Phase 3, Rawalpindi",5,10 Marla,5
5 Marla Fully Furnished Double Storey House Regal City Block A- Bypass Sheikhupura.,"Rs.  9,800,000",9800000, Sheikhüpura,"Regal City Phase 2 - Block A, Sheikhüpura",5,5 Marla,6
5 Marla Fully Furnished House-sheraz Garden-phase 1-sheikhupura.,"Rs.  15,000,000",15000000, Sheikhüpura,"Sheraz Garden, Sheikhüpura",5,5 Marla,6
8 Marla Safi Single Storey House - Sheraz Garden Phase 1 -sheikhupura.,"Rs.  19,000,000",19000000, Sheikhüpura,"Sheraz Garden, Sheikhüpura",3,8 Marla,4
3 Marla Double Storey Fully Furnished House -sheraz Garden Phase 1 -sheikhupura.,"Rs.  5,800,000",5800000, Sheikhüpura,"Sheraz Garden, Sheikhüpura",3,3 Marla,4
1 Kanal Double Storey House For Sale -gang Road Street # 4 - Sheikhupura.,"Rs.  35,000,000",35000000, Sheikhüpura,"Ghang Road, Sheikhüpura",6,20 Marla,6
2 Marla Double Storey Fully Furnished House - Sheraz Garden Phase 3 -sheikhupura,"Rs.  4,200,000",4200000, Sheikhüpura,"Sheraz Garden, Sheikhüpura",3,2 Marla,3
5 Marla Double Storey Fully Furnished House -sheraz Garden Phase 2 - Sheikhupura,"Rs.  11,000,000",11000000, Sheikhüpura,"Sheraz Garden, Sheikhüpura",5,5 Marla,6
Luxury house very cheap price don't mis urgently sale,"Rs.  3,500,000",3500000, Rawalpindi,"Girja Road, Rawalpindi",2,600 SQFT,2
5 Marla Corner Double Story Fully Furnished House For Sale- Regal City-Sheikhupura.,"Rs.  9,500,000",9500000, Sheikhüpura,"Regal City, Sheikhüpura",3,5 Marla,4
Dahi mrla beautiful dbl story mkn 16hzr rent pr lga all facilities,"Rs.  3,200,000",3200000, Rawalpindi,"Tench Bhata, Rawalpindi",3,650 SQFT,2
3 marla brand new spanish house for sale in pcsir phase 2,"Rs.  13,000,000",13000000, Lahore,"PCSIR Society Phase 2, Lahore",3,3 Marla,3
5 Marla house for sale in banker town (original pix),"Rs.  17,500,000",17500000, Lahore,"Bankers Co-operative Housing Society, Lahore",4,5 Marla,4
5 Marla Beautifully Designed House For Sale At Park View City Lahore,"Rs.  14,800,000",14800000, Lahore,"Park View Villas, Lahore",4,5 Marla,4
Prime Location,"Rs.  25,800,000",25800000, Multan,"DHA Villas, Multan",4,12 Marla,4
Prime Location,"Rs.  26,000,000",26000000, Multan,"DHA Villas, Multan",4,12 Marla,4
Prime Location,"Rs.  26,300,000",26300000, Multan,"DHA Villas, Multan",4,12 Marla,4
Prime Location,"Rs.  26,500,000",26500000, Multan,"DHA Villas, Multan",4,12 Marla,4
A Beautifully Built 9 Marla Single Storey House Is Available For Sale,"Rs.  25,000,000",25000000, Lahore,"Canal Garden, Lahore",3,9 Marla,4
10 Marla House In Bahria Town Phase 3 For sale,"Rs.  47,000,000",47000000, Rawalpindi,"Bahria Town Phase 3, Rawalpindi",5,10 Marla,5
5 MARLA SPANISH STYL HOUSE AT PRIME LOCATION IN BANKERS COOPERATIVE HOUSING SOCIETY.,"Rs.  19,000,000",19000000, Lahore,"Bankers Co-operative Housing Society, Lahore",1,5 Marla,4
Newly Build 5 Marla House Located At The Ideal Location Is For Sale Olc-A Block Bahria Orchard.,"Rs.  16,000,000",16000000, Lahore,"OLC - Block A, Lahore",3,5 Marla,4
3 Years Installment Plus Cash Based 5 Marla Spanish House At Al Kabir Town Lahore,"Rs.  12,500,000",12500000, Lahore,"Al Kabir Town, Lahore",3,3 Marla,3
1 Kanal Most Luxury Modern Design Lavish Bungalow for Sale,"Rs.  80,000,000",80000000, Lahore,"DHA Phase 6, Lahore",6,20 Marla,5
Reserve A House Now In Gulshan Abad Sector 3,"Rs.  26,000,000",26000000, Rawalpindi,"Gulshan Abad Sector 3, Rawalpindi",6,10 Marla,6
Bahria town 5 Marla Beautiful Designer House,"Rs.  19,500,000",19500000, Rawalpindi,"Bahria Town Phase 8 - Ali Block, Rawalpindi",4,5 Marla,5
5 Marla Residential House For Sale In CC Block Sector D Bahria Town Lahore,"Rs.  23,000,000",23000000, Lahore,"Bahria Town - Block CC, Lahore",3,5 Marla,5
5 Marla Brand New House for Sale in Sector M7-B Lake City Lahore,"Rs.  23,500,000",23500000, Lahore,"Lake City - Sector M-7B, Lahore",4,5 Marla,5
"2 Marla New Double Storey Corner House Near Model Town, Cheema Chowk,","Rs.  6,800,000",6800000, Sialkot,"Capital Road, Sialkot",3,2 Marla,2
To sale You Can Find Spacious House In Al Haram Garden - Block A,"Rs.  9,500,000",9500000, Lahore,"Al Haram Garden - Block A, Lahore",5,5 Marla,6
Brand New 10 Marla House Available For Sale In Approved Area Jasmine Block Sector C Bahria Town,"Rs.  49,000,000",49000000, Lahore,"Bahria Town - Jasmine Block, Lahore",5,10 Marla,6
2 Marla New Double Storey House At Eimanabad Road Near Singhar Marriag,"Rs.  5,800,000",5800000, Sialkot,"Eimanabad Road, Sialkot",4,2 Marla,3
2 Kanal 6 Bedrooms Ultra Modern Design Luxury Bungalow For Sale In Dha Phase 7 Lahore,"Rs.  300,000,000",300000000, Lahore,"DHA Phase 7, Lahore",6,2 Kanal,6
house for sale in gulshan colony wah cantt,"Rs.  6,500,000",6500000, Punjab,"Wah, Punjab",2,4 Marla,2
3 Marla Branded Double Story House For Sale In Central Park Housing Scheme Ferozpur Road Lhr,"Rs.  11,500,000",11500000, Lahore,"Central Park Housing Scheme, Lahore",4,3 Marla,4
A House At Affordable Price Awaits You,"Rs.  13,000,000",13000000, Rawalpindi,"Defence Road, Rawalpindi",1,5 Marla,1
5 marla beautiful house gulshanabad cliftontown,"Rs.  11,000,000",11000000, Rawalpindi,"Clifton Township, Rawalpindi",3,"1,250 Marla",4
10 Marla Brand New House For Sale,"Rs.  31,000,000",31000000, Lahore,"Nasheman-e-Iqbal Phase 2, Lahore",6,10 Marla,6
A House Of 10 Marla In Rawalpindi,"Rs.  51,000,000",51000000, Rawalpindi,"Bahria Town Phase 6, Rawalpindi",5,10 Marla,5
2800 Square Feet House In Central Media Town For sale,"Rs.  35,000,000",35000000, Rawalpindi,"Media Town, Rawalpindi",6,"2,800 SQFT",6
5 MARLA BRAND NEW HOUSE SPANISH DESIGN,"Rs.  17,500,000",17500000, Lahore,"Park View Villas, Lahore",4,5 Marla,4
4 Marla House  In Bismillah Housing Scheme 3173393760,"Rs.  14,500,000",14500000, Lahore,"Bismillah Housing Scheme - Block A, Lahore",3,4 Marla,4
7.5 Marla Brand New Double Store House For Sale In Sabzazar Colony.,"Rs.  16,000,000",16000000, Multan,"Sabzazar Colony, Multan",5,7 Marla,5
5 Marla Brand New House For Sale In Citi Housing Phase 1,"Rs.  19,000,000",19000000, Gujranwala,"Citi Housing Society, Gujranwala",4,5 Marla,5
100% Branded Villa For Sale,"Rs.  82,500,000",82500000, Lahore,"DHA Phase 6, Lahore",4,1 Kanal,5
bahria orchard lahore 5 marla villas,"Rs.  7,990,000",7990000, Lahore,"Bahria Orchard, Lahore",4,5 Marla,4
1 kinal double story house sultan town raiwind road thokar lahore,"Rs.  36,500,000",36500000, Lahore,"Sultan Town, Lahore",6,1 Kanal,6
Brand New 4.5 Marla Single Storey House For Sale Bostan Khan Road Rawp,"Rs.  11,500,000",11500000, Rawalpindi,"Khayaban-e-Tanveer, Rawalpindi",2,4 Marla,2
double story house in goheer town,"Rs.  41,000,000",41000000, Bahawalpur,"University Chowk, Bahawalpur",6,12 Marla,6
Buy your ideal 5 Marla House in a prime location of Rafi Gardens,"Rs.  14,000,000",14000000, Sahiwal,"Rafi Gardens, Sahiwal",4,5 Marla,5
Ideally Located House Of 10 Marla Is Available For sale In Rawalpindi,"Rs.  43,000,000",43000000, Rawalpindi,"Bahria Town Phase 3, Rawalpindi",5,10 Marla,5
"Slightly Used, Seems Like Newly Build 5 Marla House With Gas Is Available For Sale In Bahria Town Sector F","Rs.  19,000,000",19000000, Lahore,"Bahria Town - Block CC, Lahore",3,5 Marla,4
"Locative Location 10 Marla Newly Build House Is available For Sale In Overseas Block B, Bahria Town","Rs.  36,500,000",36500000, Lahore,"Bahria Town - Overseas B, Lahore",5,10 Marla,6
Centrally Located 10 Marla 25 Square Feet House In Al-ahmad Garden Housing Scheme Is Available For Sale,"Rs.  27,500,000",27500000, Lahore,"Al-Ahmad Garden Housing Scheme, Lahore",5,10 Marla,7
Brand New House for sale in Banker Society,"Rs.  28,000,000",28000000, Lahore,"Bankers Housing Society - Block B, Lahore",3,6 Marla,4
3 Years Installment Plus Cash Based 5 Marla Spanish House In Bahria To,"Rs.  21,500,000",21500000, Lahore,"Bahria Town - Sector E, Lahore",3,5 Marla,3
"Locative Location, 5 Marla House With Premium Amenities Is Available For Sale In Bahria Orchard.","Rs.  16,500,000",16500000, Lahore,"Low Cost - Block C, Lahore",3,5 Marla,4
Most Beautiful Luxury 2 Kanal Facing Park Furnished By Gourmet in Phase 2,"Rs.  210,000,000",210000000, Lahore,"DHA Phase 2, Lahore",5,2 Kanal,5
