Name,Price,Price (Value),City,Distance,Distance (Value),Year,Category,Sub-Category
Honda City IDSi Vario 2008,"Rs.  2,100,000",2100000, Mardan,"175,000 km",175000,2008,Cars,Honda
Honda civic 2005 Model,"Rs.  1,325,000",1325000, Sargodha,"180,000 km",180000,2005,Cars,Honda
HONDA CITY IDSI 2008,"Rs.  1,850,000",1850000, Lahore,"100,000 km",100000,2008,Cars,Honda
honda civic vti oriel prosmatic 2010,"Rs.  2,180,000",2180000, Islamabad,"165,100 km",165100,2010,Cars,Honda
Honda Vezel Z sensing Full Options 2013 model Registered 2017,"Rs.  4,290,000",4290000, Faisalabad,"154,000 km",154000,2013,Cars,Honda
Honda civic exi (eagle eye),"Rs.  1,270,000",1270000, Islamabad,"12,345 km",12345,2005,Cars,Honda
Honda city full option. 1.5 cvt Aspire,"Rs.  5,900,000",5900000, Islamabad,"3,000 km",3000,2023,Cars,Honda
honda city automatic for sale,"Rs.  2,250,000",2250000, Karachi,"140,000 km",140000,2010,Cars,Honda
Honda City Exis Automatic,"Rs.  925,000",925000, Karachi,"100,000 km",100000,2001,Cars,Honda
Honda fit 2013/16 Full option in Good condation,"Rs.  2,860,000",2860000, Multan,"123,000 km",123000,2013,Cars,Honda
Honda City,"Rs.  2,800,000",2800000, Faisalabad,"100,000 km",100000,2015,Cars,Honda
Honda vezel 2014 reg 17 z package,"Rs.  4,300,000",4300000, Karachi,"105,000 km",105000,2014,Cars,Honda
Honda Civic,"Rs.  5,450,000",5450000, Lahore,"82,000 km",82000,2018,Cars,Honda
Honda City 2017,"Rs.  3,350,000",3350000, Islamabad,"52,000 km",52000,2017,Cars,Honda
Honda civic 1995,"Rs.  795,000",795000, Rawalpindi,"95,000 km",95000,1995,Cars,Honda
Honda City 2016,"Rs.  2,925,000",2925000, Multan,"113,000 km",113000,2016,Cars,Honda
Honda Civic for sale,"Rs.  770,000",770000, Rawalpindi,"100,000 km",100000,1995,Cars,Honda
HONDA CIVIC 1996,"Rs.  870,000",870000, Lahore,"123,456 km",123456,1996,Cars,Honda
Honda city 2014,"Rs.  2,550,000",2550000, Lahore,"70,000 km",70000,2014,Cars,Honda
Honda city aspire 2010 file missing,"Rs.  1,225,000",1225000, Karachi,"100,000 km",100000,2010,Cars,Honda
Honda City IVTEC Model 2020,"Rs.  4,025,000",4025000, Islamabad,"25,000 km",25000,2020,Cars,Honda
Honda City IDSI (10/10),"Rs.  1,795,000",1795000, Rawalpindi,"123,456 km",123456,2006,Cars,Honda
Honda City 1.5 I-VTEC Prosmatic,"Rs.  4,150,000",4150000, Lahore,"64,000 km",64000,2020,Cars,Honda
Bumper to bumper genuine Gift for Honda lovers 03455601879 03150551211,"Rs.  1,740,000",1740000, Attock,"150,000 km",150000,2006,Cars,Honda
Honda N wgn 2015 registered 18 import,"Rs.  2,550,000",2550000, Khyber Pakhtunkhwa,"70,000 km",70000,2015,Cars,Honda
Honda civic Turbo 2016 in immaculate condition,"Rs.  5,000,000",5000000, Lahore,"61,000 km",61000,2016,Cars,Honda
Honda City 2019,"Rs.  3,500,000",3500000, Burewala,"71,000 km",71000,2019,Cars,Honda
Honda City Army officer car,"Rs.  2,875,000",2875000, Lahore,"72,904 km",72904,2015,Cars,Honda
honda civic exi,"Rs.  1,050,000",1050000, Kabirwala,"164,000 km",164000,1998,Cars,Honda
Honda City 2004 for sale.,"Rs.  1,650,000",1650000, Islamabad,"250,000 km",250000,2004,Cars,Honda
Honda Civic oriel prosmetic,"Rs.  3,725,000",3725000, Faisalabad,"103,000 km",103000,2015,Cars,Honda
"Honda Civic 2001, full option,","Rs.  1,350,000",1350000, Rawalpindi,"300,000 km",300000,2001,Cars,Honda
Honda civic rebirth 1.8 2016,"Rs.  4,100,000",4100000, Quetta,"75,156 km",75156,2016,Cars,Honda
Honda civic rebirth,"Rs.  3,600,000",3600000, Multan,"180,000 km",180000,2013,Cars,Honda
Honda Civic 2002 EXI,"Rs.  1,025,000",1025000, Faisalabad,"235,000 km",235000,2002,Cars,Honda
Honda Civic VTI ORIEL 2004 sunroof all working,"Rs.  1,350,000",1350000, Karachi,"18,324 km",18324,2004,Cars,Honda
Honda brv S class,"Rs.  4,800,000",4800000, Lahore,"80,000 km",80000,2020,Cars,Honda
Honda VEZEL HYBRID Z SENSING FOR SALE,"Rs.  4,700,000",4700000, Mirpur,"180,000 km",180000,2015,Cars,Honda
honda city,"Rs.  870,000",870000, Mardan,"120,000 km",120000,1999,Cars,Honda
honda reborn 2009 model,"Rs.  2,150,000",2150000, Faisalabad,"106,000 km",106000,2009,Cars,Honda
Honda civic vti oriel sunroof,"Rs.  1,600,000",1600000, Faisalabad,"133,000 km",133000,2004,Cars,Honda
Honda Accord 2006 Model For Sale,"Rs.  2,550,000",2550000, Islamabad,"123,456 km",123456,2006,Cars,Honda
Honda,"Rs.  2,250,000",2250000, Ahmadpur East,"160,000 km",160000,2012,Cars,Honda
Honda Civic 2014,"Rs.  3,500,000",3500000, Karachi,"75,000 km",75000,2014,Cars,Honda
Honda Civic Oriel,"Rs.  3,175,000",3175000, Lahore,"126,000 km",126000,2015,Cars,Honda
Honda civic in excellent condition,"Rs.  1,575,000",1575000, Lahore,"150,000 km",150000,2005,Cars,Honda
Honda City aspire1.5 BtoB genuine car.,"Rs.  3,575,000",3575000, Faisalabad,"36,500 km",36500,2018,Cars,Honda
Honda Civic Rebirth VTI 1.8 Oriel Prosmatic 2014,"Rs.  3,630,000",3630000, Lahore,"116,000 km",116000,2014,Cars,Honda
"Honda airwave partner 2006/15,ptrl avrge 15,16,fully automatic","Rs.  2,545,000",2545000, Lahore,"96,000 km",96000,2006,Cars,Honda
Honda Civic 1800CC For Sale,"Rs.  5,500,000",5500000, Lahore,"126,000 km",126000,2018,Cars,Honda
Honda nwgn 2016 model 2018 first owner register urgent sale,"Rs.  2,600,000",2600000, Lahore,"94,000 km",94000,2018,Cars,Honda
Honda city 1.3 model 2017,"Rs.  3,300,000",3300000, Lahore,"80,000 km",80000,2017,Cars,Honda
automatic Honda civic 1997 for sale,"Rs.  1,050,000",1050000, Rawalpindi,"75,494 km",75494,1997,Cars,Honda
Honda BRV s 2021 Automatic,"Rs.  5,950,000",5950000, Islamabad,"58,000 km",58000,2021,Cars,Honda
Honda Civic 2018 Full UG Red Meter,"Rs.  4,950,000",4950000, Karachi,"82,000 km",82000,2018,Cars,Honda
Honda City 2008. Total Genuine family Car,"Rs.  2,250,000",2250000, Lahore,"66,000 km",66000,2008,Cars,Honda
honda Civic Reborn 2008,"Rs.  2,250,000",2250000, Lahore,"200,000 km",200000,2008,Cars,Honda
Honda civic 1995 model modified Fully loaded good condit #030408355361,"Rs.  620,000",620000, Karachi,"12,345 km",12345,1995,Cars,Honda
Honda City Automatic Good condition,"Rs.  1,495,000",1495000, Lahore,"158,000 km",158000,2004,Cars,Honda
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,"Rs.  4,200,000",4200000, Rawalpindi,"107,000 km",107000,2015,Cars,Honda
honda vezel silver total geniune,"Rs.  5,400,000",5400000, Lahore,"94,000 km",94000,2014,Cars,Honda
Honda civic 2006 Model,"Rs.  1,440,000",1440000, Lahore,"100,000 km",100000,2006,Cars,Honda
Honda City 1.3 Total Genuine,"Rs.  2,950,000",2950000, Sialkot,"68,000 km",68000,2016,Cars,Honda
Honda civic 1988 (EX) 4th generation japan 1.5,"Rs.  380,000",380000, Karachi,"10,000 km",10000,1988,Cars,Honda
Honda civic 2021 Modle,"Rs.  7,000,000",7000000, Lahore,"31,000 km",31000,2021,Cars,Honda
honda city manual for sale,"Rs.  3,125,000",3125000, Lahore,"80,000 km",80000,2018,Cars,Honda
honda city total genuine 2019,"Rs.  3,899,999",3899999, Sheikhüpura,"58,000 km",58000,2019,Cars,Honda
Honda Civic turbo RS 2016 for sale,"Rs.  4,650,000",4650000, Hyderabad,"80,000 km",80000,2016,Cars,Honda
HONDA REBORN LUSH CONDITION . TOKEN PAID UP TO DATE . . NORMAL TOUCHING,"Rs.  2,500,000",2500000, Rawalpindi,"300,000 km",300000,2007,Cars,Honda
Honda City Model2005Registerd2006Very,"Rs.  1,500,000",1500000, Lahore,"200,000 km",200000,2005,Cars,Honda
Honda CITY 2004,"Rs.  1,300,000",1300000, Karachi,"104,000 km",104000,2004,Cars,Honda
Honda Civic,"Rs.  1,000,000",1000000, Karachi,"250,000 km",250000,1998,Cars,Honda
Honda civic Ek Automatic Modified Car japanese interior,"Rs.  875,000",875000, Lahore,"220,000 km",220000,1997,Cars,Honda
Honda Civic Vti oriel,"Rs.  1,580,000",1580000, Karachi,"103,000 km",103000,2006,Cars,Honda
almost jenioun honda City 2004,"Rs.  1,630,000",1630000, Lahore,"12,345 km",12345,2004,Cars,Honda
Honda civic 2017,"Rs.  5,100,000",5100000, Peshawar,120 km,120,2017,Cars,Honda
Honda civic Total geniue  Both remote available  Biomatric on the sopt,"Rs.  6,150,000",6150000, Multan,"50,000 km",50000,2019,Cars,Honda
Honda civic Exi 2002,"Rs.  1,250,000",1250000, Sheikhüpura,"200,000 km",200000,2002,Cars,Honda
Honda city new shape 1.5,"Rs.  5,400,000",5400000, Karachi,"22,000 km",22000,2021,Cars,Honda
Honda city 2015 model two pieces touchup,"Rs.  2,500,000",2500000, Hyderabad,"660,000 km",660000,2015,Cars,Honda
Honda City 1998 model all clear,"Rs.  730,000",730000, Tando Allahyar,"95,000 km",95000,1998,Cars,Honda
Honda civic vti 2006,"Rs.  1,650,000",1650000, Haripur,"123,556 km",123556,2006,Cars,Honda
honda vezel z sensing,"Rs.  8,200,000",8200000, Islamabad,"31,000 km",31000,2018,Cars,Honda
Honda Civic,"Rs.  1,480,000",1480000, Sargodha,"200,000 km",200000,2006,Cars,Honda
Honda Civic 1997 model lahore registered 0/3/3/2/5/1/8/7/0/7/5,"Rs.  1,100,000",1100000, Rawalpindi,"10,000 km",10000,1997,Cars,Honda
Honda civic,"Rs.  440,000",440000, Islamabad,"100,000 km",100000,1986,Cars,Honda
Honda Civic 2021 model,"Rs.  7,300,000",7300000, Rawalpindi,"35,000 km",35000,2021,Cars,Honda
Honda city auto 1300cc,"Rs.  2,300,000",2300000, Punjab,"110,000 km",110000,2009,Cars,Honda
HONDA CITY IVTEC 1.3 MT 2020 MODEL 2021 REGISTER,"Rs.  4,020,000",4020000, Lahore,"41,000 km",41000,2020,Cars,Honda
Honda civic 2004/5,"Rs.  1,550,000",1550000, Lahore,"150,000 km",150000,2004,Cars,Honda
Honda civic 2000 Automatic,"Rs.  870,000",870000, Sargodha,"123,456 km",123456,2000,Cars,Honda
Honda city 1.2,"Rs.  3,000,000",3000000, Rawalpindi,"9,980 km",9980,2023,Cars,Honda
Honda civic full option Ug,"Rs.  4,475,000",4475000, Gujrat,"148,000 km",148000,2016,Cars,Honda
Honda civic vti oriel prosmaitc 2019 ug 1.8,"Rs.  5,800,000",5800000, Lahore,"50,000 km",50000,2019,Cars,Honda
honda Civic Rebirth 2013,"Rs.  2,850,000",2850000, Gujranwala,"145,000 km",145000,2013,Cars,Honda
Honda Civic Oriel 1.8 I-VETC-CVY,"Rs.  4,850,000",4850000, Islamabad,"71,000 km",71000,2016,Cars,Honda
Honda Civic Turbo 1.5,"Rs.  4,700,000",4700000, Karachi,"76,000 km",76000,2016,Cars,Honda
Honda Civic Prosmetic full option car. . . brand new tyre.,"Rs.  2,050,000",2050000, Rawalpindi,"180,000 km",180000,2007,Cars,Honda
honda city 1.3 manual 2018,"Rs.  3,395,000",3395000, Lahore,"76,000 km",76000,2018,Cars,Honda
Honda city 2003,"Rs.  1,225,000",1225000, Islamabad,"10,000 km",10000,2003,Cars,Honda
Honda City b2b 2016,"Rs.  3,210,000",3210000, Layyah,"50,000 km",50000,2016,Cars,Honda
Honda City 2021 Model Total Genuine,"Rs.  3,975,000",3975000, Gujranwala,"66,000 km",66000,2021,Cars,Honda
Honda City 1.5 CVT Auto,"Rs.  5,400,000",5400000, Sialkot,"1,900 km",1900,2023,Cars,Honda
honda Civic 2018/2019,"Rs.  5,550,000",5550000, Lahore,"50,000 km",50000,2018,Cars,Honda
Honda BRv-V,"Rs.  5,200,000",5200000, Mian Chunnu,"75,000 km",75000,2021,Cars,Honda
Honda city 2002 child Ac family used car,"Rs.  785,000",785000, Karachi,"3,000 km",3000,2002,Cars,Honda
Honda civic Total janion brandnew,"Rs.  5,450,000",5450000, Gujranwala,"68,000 km",68000,2018,Cars,Honda
Honda City 1.3,"Rs.  4,400,000",4400000, Islamabad,"49,600 km",49600,2021,Cars,Honda
honda civic reborn 2008 ug full option,"Rs.  2,280,000",2280000, Lahore,"125,000 km",125000,2008,Cars,Honda
honda city urgent sale,"Rs.  450,000",450000, Karachi,"100,000 km",100000,1998,Cars,Honda
Honda city aspire 2015,"Rs.  3,000,000",3000000, Karachi,"77,000 km",77000,2015,Cars,Honda
Honda city 2021 automatic Good condition,"Rs.  4,550,000",4550000, Gujranwala,"46,000 km",46000,2021,Cars,Honda
Honda Civic 2017,"Rs.  4,685,000",4685000, Gujranwala,"78,143 km",78143,2017,Cars,Honda
honda city 2017,"Rs.  2,950,000",2950000, Lahore,"70,000 km",70000,2017,Cars,Honda
Honda Civic Reborn 1.8 - Automatic - Gun Metallic - Grey Color,"Rs.  1,950,000",1950000, Lahore,"100,000 km",100000,2007,Cars,Honda
honda life 2007 ki registered 1999 modle,"Rs.  950,000",950000, Karachi,"550,000 km",550000,1999,Cars,Honda
honda I vtec 2010,"Rs.  2,200,000",2200000, Lahore,"120,000 km",120000,2010,Cars,Honda
honda vezel 2014 for sale,"Rs.  4,300,000",4300000, Multan,"120,000 km",120000,2014,Cars,Honda
Honda Civic Turbo 1.5 VTEC CVT Model 2016 Karachi Registered 2016 Blue,"Rs.  4,500,000",4500000, Karachi,"52,138 km",52138,2016,Cars,Honda
"Honda city 2004 0300,,7648871","Rs.  1,225,000",1225000, Faisalabad,"100,000 km",100000,2004,Cars,Honda
Honda Civic 1996 for sale,"Rs.  750,000",750000, Karachi,"5,000 km",5000,1996,Cars,Honda
Honda civic exi manual transmission,"Rs.  925,000",925000, Karachi,"123,456 km",123456,2001,Cars,Honda
Honda N Wagon,"Rs.  3,150,000",3150000, Punjab,"45,000 km",45000,2018,Cars,Honda
honda civic vti oriel,"Rs.  2,050,000",2050000, Lahore,"130,000 km",130000,2010,Cars,Honda
honda civic vti oriel prosmetic sunroof,"Rs.  1,470,000",1470000, Islamabad,"12,345 km",12345,2005,Cars,Honda
Honda Civic Exi,"Rs.  1,450,000",1450000, Faisalabad,"300,000 km",300000,2003,Cars,Honda
Honda City Aspire 1.5 2014 model total genuine,"Rs.  2,825,000",2825000, Lahore,"84,000 km",84000,2014,Cars,Honda
honda Civic Full option Ug,"Rs.  5,225,000",5225000, Lahore,"77,000 km",77000,2017,Cars,Honda
honda city 2008 ka end non accident 100 guarante,"Rs.  1,670,000",1670000, Multan,"180,000 km",180000,2008,Cars,Honda
Honda city 19/20,"Rs.  3,525,000",3525000, Multan,"71,000 km",71000,2019,Cars,Honda
Honda civic 1991 modified,"Rs.  790,000",790000, Nawabshah,"100,000 km",100000,1991,Cars,Honda
HONDA CIVIC VTI ORIEL UG 2004,"Rs.  1,500,000",1500000, Karachi,"110,000 km",110000,2004,Cars,Honda
HONDA CIVIC X 2016 MODEL UG ORIEL I-VTEC PROSMATEC,"Rs.  5,050,000",5050000, Lahore,"140,000 km",140000,2016,Cars,Honda
Honda city,"Rs.  1,335,000",1335000, Multan,"147,000 km",147000,2004,Cars,Honda
honda city ivtec 2022,"Rs.  4,400,000",4400000, Lahore,"13,700 km",13700,2022,Cars,Honda
Honda Rebirth 2016 Full option UG,"Rs.  3,750,000",3750000, Islamabad,"125,000 km",125000,2016,Cars,Honda
Honda city Exis 2001 manual,"Rs.  700,000",700000, Karachi,"20,000 km",20000,2021,Cars,Honda
Honda city 2005,"Rs.  1,520,000",1520000, Multan,"191,000 km",191000,2005,Cars,Honda
Honda city 2020 model auto Total genuine,"Rs.  4,650,000",4650000, Sialkot,"31,000 km",31000,2020,Cars,Honda
Honda civic 2008 model,"Rs.  2,250,000",2250000, Islamabad,"215,000 km",215000,2008,Cars,Honda
honda city aspire 1.5,"Rs.  3,850,000",3850000, Rawalpindi,"85,000 km",85000,2019,Cars,Honda
Honda City 1998 model Paint Golden howa ha Suspension all ok chill Ac,"Rs.  1,050,000",1050000, Lahore,"200,000 km",200000,1998,Cars,Honda
"Honda Civic 2002, well maintained car","Rs.  1,050,000",1050000, Karachi,"150,000 km",150000,2002,Cars,Honda
Honda Hrv vvti-s 0316/85/77/90/2,"Rs.  7,725,000",7725000, Bahawalpur,"2,900 km",2900,2023,Cars,Honda
HONDA CITY 2019/20,"Rs.  3,600,000",3600000, Rahimyar Khan,"450,000 km",450000,2019,Cars,Honda
Honda Reborn almost total genuine 03000999126,"Rs.  1,695,000",1695000, Lahore,"130,000 km",130000,2008,Cars,Honda
honda accord 1988 model owsome condition,"Rs.  800,000",800000, Karachi,"190,000 km",190000,1988,Cars,Honda
Toyota Vitz 1000 CC. 2006/2010,"Rs.  1,780,000",1780000, Lahore,"138,000 km",138000,2006,Cars,Toyota
Brand New Toyota Grande 1.8 (Black).,"Rs.  8,250,000",8250000, Pakistan,41 km,41,2023,Cars,Toyota
TOYOTA PASSO (NEW GENERATION) XL PACKAGE  MODEL 2014 | REG 2017,"Rs.  2,690,000",2690000, Karachi,"80,000 km",80000,2015,Cars,Toyota
Toyota Hilux Revo V full orginal,"Rs.  10,700,000",10700000, Karachi,"32,000 km",32000,2020,Cars,Toyota
Toyota Corolla 2015,"Rs.  3,350,000",3350000, Lahore,"110,000 km",110000,2015,Cars,Toyota
TOYOTA COROLLA AXIO G VARIANT 2007 MODEL,"Rs.  3,300,000",3300000, Gujranwala,"103,000 km",103000,2007,Cars,Toyota
Toyota Corolla Altis grande,"Rs.  4,085,000",4085000, Lahore,"88,000 km",88000,2014,Cars,Toyota
Toyota Corolla Altis 1.6 automatic,"Rs.  4,295,000",4295000, Lahore,"77,500 km",77500,2017,Cars,Toyota
Toyota Revo Rocco,"Rs.  14,750,000",14750000, Sialkot,"11,000 km",11000,2022,Cars,Toyota
Toyota Corolla 2019 XLI,"Rs.  3,385,000",3385000, Karachi,"45,000 km",45000,2019,Cars,Toyota
Toyota Corolla Altis X 1.6 Automatic 2022 December,"Rs.  6,075,000",6075000, Lahore,"9,100 km",9100,2022,Cars,Toyota
Toyota Corolla Altis 1.6 Automatic,"Rs.  5,150,000",5150000, Lahore,"42,000 km",42000,2019,Cars,Toyota
Toyota Axio G,"Rs.  3,675,000",3675000, Islamabad,"100,000 km",100000,2007,Cars,Toyota
TOYOTA PRIUS S UK MODEL TOTAL GENUINE  BRAND NEW CONDITION,"Rs.  3,775,000",3775000, Faisalabad,"175,000 km",175000,2010,Cars,Toyota
Toyota Land Cruiser 1996 /Toyota Land Cruiser 1993 /Land Cruiser 1998,"Rs.  3,550,000",3550000, Karachi,1 km,1,1996,Cars,Toyota
Toyota corolla Gli,"Rs.  2,220,000",2220000, Rawalpindi,"165,337 km",165337,2009,Cars,Toyota
Toyota Gli model 2016.17 mobilizer key Yokohama new tyre first owner t,"Rs.  3,900,000",3900000, Sargodha,"130,000 km",130000,2016,Cars,Toyota
Toyota Corolla GLI Model 2011,"Rs.  2,050,000",2050000, Islamabad,"150,000 km",150000,2011,Cars,Toyota
Toyota Corolla Altis Grande 2019,"Rs.  5,540,000",5540000, Lahore,"80,000 km",80000,2019,Cars,Toyota
Toyota Corolla gli 2020 Model 03442763937,"Rs.  4,450,000",4450000, Multan,"63,000 km",63000,2020,Cars,Toyota
Toyota Corrolla Altis x 1.6 model 2022,"Rs.  6,125,000",6125000, Islamabad,"30,000 km",30000,2022,Cars,Toyota
TOYOTA F0RTUNER,"Rs.  19,250,000",19250000, Lahore,"1,000 km",1000,2022,Cars,Toyota
Toyota Yaris 1.3 Ativ Manual,"Rs.  3,690,000",3690000, Vehari,"56,000 km",56000,2020,Cars,Toyota
Toyota VITZ Push Start  2005/09,"Rs.  1,825,000",1825000, Lahore,"98,000 km",98000,2005,Cars,Toyota
Toyota Aqua S package,"Rs.  3,250,000",3250000, Karachi,"123,000 km",123000,2013,Cars,Toyota
Toyota Aqua Hybrid 1.5 L Package 2013/2017,"Rs.  3,195,000",3195000, Rawalpindi,"165,000 km",165000,2013,Cars,Toyota
TOYOTA COROLLA Xli Model 2010 Excellent Condition.,"Rs.  1,850,000",1850000, Karachi,"156,000 km",156000,2010,Cars,Toyota
Toyota Passo X 2015,"Rs.  2,950,000",2950000, Lahore,"70,000 km",70000,2015,Cars,Toyota
Toyota Corolla Altis Grende 1.8 Total Geniun Extremely Careful driven,"Rs.  5,230,000",5230000, Lahore,"64,000 km",64000,2018,Cars,Toyota
(R) DR Officers Like New Car Luxury Toyota Carolla XLI Model 2009,"Rs.  1,810,000",1810000, Karachi,"110,000 km",110000,2009,Cars,Toyota
Toyota Corolla Grande 2020 Model 2021 Reg.,"Rs.  6,100,000",6100000, Islamabad,"68,000 km",68000,2020,Cars,Toyota
Toyota Aqua S key 2015 - 2018 registered,"Rs.  3,900,000",3900000, Karachi,"110,000 km",110000,2015,Cars,Toyota
Toyota Passo 2018/2022 4.5 Grade,"Rs.  3,875,000",3875000, Lahore,"11,500 km",11500,2018,Cars,Toyota
Toyota Vitz 2010 Model 2014 Import,"Rs.  2,150,000",2150000, Lahore,"12,345 km",12345,2010,Cars,Toyota
Toyota Yaris 2020,"Rs.  4,780,000",4780000, Karachi,"89,000 km",89000,2020,Cars,Toyota
Toyota Yaris hatchback 2020,"Rs.  4,780,000",4780000, Karachi,"50,000 km",50000,2020,Cars,Toyota
Toyota Prius 2013 Reg 2017 G Urban,"Rs.  3,875,000",3875000, Karachi,123 km,123,2013,Cars,Toyota
Toyota Passo XG 2015 ful option ful Geneva kanditian,"Rs.  2,950,000",2950000, Wah,"100,000 km",100000,2015,Cars,Toyota
Toyota Aqua,"Rs.  3,350,000",3350000, Karachi,"90,000 km",90000,2013,Cars,Toyota
Toyota Corolla Xli 2009 Bumper to Bumper Genioun,"Rs.  2,090,000",2090000, Rawalpindi,"150,000 km",150000,2009,Cars,Toyota
Toyota corolla x model 2003,"Rs.  3,350,000",3350000, Islamabad,"150,000 km",150000,2003,Cars,Toyota
Toyota Corolla XLI 2019 model,"Rs.  3,850,000",3850000, Rawalpindi,"56,000 km",56000,2019,Cars,Toyota
Toyota Corrolla Altis 2018 Model,"Rs.  4,050,000",4050000, Karachi,"72,000 km",72000,2018,Cars,Toyota
Toyota Yaris ativ new look allii rim 2 piece touching 03013016714,"Rs.  3,700,000",3700000, Hasilpur,"38,114 km",38114,2020,Cars,Toyota
Toyota Corolla Altis 1.6 2013 Model For Sale,"Rs.  2,625,000",2625000, Faisalabad,160 km,160,2013,Cars,Toyota
Toyota Prius12/15,"Rs.  4,150,000",4150000, Lahore,"157,000 km",157000,2012,Cars,Toyota
Toyota Corrolla Altis X Automatic 1.6 2022,"Rs.  6,125,000",6125000, Sialkot,"13,500 km",13500,2022,Cars,Toyota
Toyota CH-R G LED,"Rs.  8,250,000",8250000, Karachi,"83,000 km",83000,2017,Cars,Toyota
Toyota Vitz F 1.0 2018/2022,"Rs.  4,060,000",4060000, Lahore,"35,000 km",35000,2018,Cars,Toyota
Toyota Yaris Ativ cvt 1300 Low Mileage 7000km,"Rs.  4,525,000",4525000, Karachi,"7,000 km",7000,2022,Cars,Toyota
Toyota Corolla Altis 1.6 special addìtion 2021,"Rs.  6,480,000",6480000, Sialkot,"28,000 km",28000,2021,Cars,Toyota
toyota yaris ative x1.5,"Rs.  5,200,000",5200000, Gujranwala,"3,100 km",3100,2022,Cars,Toyota
toyota passo 2017/2021,"Rs.  3,250,000",3250000, Karachi,"58,800 km",58800,2017,Cars,Toyota
Toyota Corolla Hybrid,"Rs.  12,500,000",12500000, Peshawar,"15,000 km",15000,2020,Cars,Toyota
Toyota Corolla Altis 2020,"Rs.  4,750,000",4750000, Karachi,"48,000 km",48000,2020,Cars,Toyota
Toyota Corolla X Special Edition,"Rs.  6,700,000",6700000, Lahore,"9,000 km",9000,2022,Cars,Toyota
TOYOTA HARRIER 2.5 MODELLISTA SPORTY KIT MODEL 2014 REGISTERED 2018,"Rs.  12,090,000",12090000, Karachi,"114,000 km",114000,2014,Cars,Toyota
"TOYOTA VITZ 1000 CC MODEL 2015 REGISTERED 2017 ONLY 76,000 KM DRIVEN","Rs.  3,290,000",3290000, Karachi,"75,000 km",75000,2015,Cars,Toyota
Toyota Prius Black import 2020,"Rs.  8,000,000",8000000, Lahore,"57,000 km",57000,2017,Cars,Toyota
Toyota Passo 2015,"Rs.  2,850,000",2850000, Abbottabad,"78,000 km",78000,2013,Cars,Toyota
Toyota Prius  G varient 1.8 Model 2010 / 2015,"Rs.  3,450,000",3450000, Lahore,"90,000 km",90000,2010,Cars,Toyota
Toyota Corolla XLI Automatic 2020/2022,"Rs.  5,800,000",5800000, Lahore,"4,900 km",4900,2020,Cars,Toyota
Toyota Corolla GLI 2019 - Home Used Car 10/10,"Rs.  4,765,000",4765000, Islamabad,"81,000 km",81000,2019,Cars,Toyota
Toyota vitz,"Rs.  1,250,000",1250000, Karachi,"115,000 km",115000,2001,Cars,Toyota
Toyota Corolla Altis Model 2022,"Rs.  6,400,000",6400000, Islamabad,"13,000 km",13000,2022,Cars,Toyota
Toyota aqua 2014 Model,"Rs.  3,950,000",3950000, Peshawar,"114,000 km",114000,2014,Cars,Toyota
Toyota Corrolla Altis 2021 Model,"Rs.  5,300,000",5300000, Bhimber,"52,000 km",52000,2021,Cars,Toyota
Toyota Aqua s hybrid 2012 model 2016 registered Islamabad sky blue.,"Rs.  3,400,000",3400000, Rawalpindi,"120,000 km",120000,2012,Cars,Toyota
Toyota GLi 2018 White Total Genuine,"Rs.  4,235,000",4235000, Multan,"86,000 km",86000,2018,Cars,Toyota
Toyota Grande 1.8 black and white colour with black interior,"Rs.  8,300,000",8300000, Lahore,100 km,100,2023,Cars,Toyota
Toyota Yaris 1.5 ATIV X CVT top of the line,"Rs.  5,190,000",5190000, Lahore,"18,300 km",18300,2022,Cars,Toyota
Toyota Fortuner sigma4,"Rs.  18,500,000",18500000, Gujranwala,"9,000 km",9000,2022,Cars,Toyota
Toyota Vitz 2007 Model 12 Import Orignal 1300Cc,"Rs.  1,930,000",1930000, Hafizabad,"136,000 km",136000,2007,Cars,Toyota
Toyota Corolla GLI 2018/19,"Rs.  4,000,000",4000000, Lahore,"70,000 km",70000,2018,Cars,Toyota
toyota corolla gli 2010 - home used car 10/9,"Rs.  1,885,000",1885000, Lahore,"157,800 km",157800,2010,Cars,Toyota
Toyota Corolla XLI 2007,"Rs.  1,850,000",1850000, Sargodha,"123,456 km",123456,2007,Cars,Toyota
Toyota Vitz Special Addition 2014/2017 total Genuine Automatic,"Rs.  3,270,000",3270000, Lahore,"55,000 km",55000,2014,Cars,Toyota
Toyota Yaris CVT 1.5 Model 2020/2021,"Rs.  4,350,000",4350000, Sahiwal,"33,260 km",33260,2020,Cars,Toyota
Toyota Corolla XE 1994,"Rs.  870,000",870000, Peshawar,"870,000 km",870000,1994,Cars,Toyota
Toyota Prius 1.8 G 2009/2023,"Rs.  4,475,000",4475000, Islamabad,"85,000 km",85000,2009,Cars,Toyota
Toyota Corolla ALTIS Automatic Model 2016,"Rs.  4,150,000",4150000, Lahore,"167,000 km",167000,2016,Cars,Toyota
TOYOTA COROLLA 2018 ALTIS 1.6 ONLY 33000 KMS DONE,"Rs.  4,590,000",4590000, Karachi,"33,000 km",33000,2018,Cars,Toyota
Toyota Corolla GLI Auto in Mint Condition,"Rs.  2,955,000",2955000, Karachi,"97,000 km",97000,2015,Cars,Toyota
